combo_id,Gory_Images,violence_content,violence_setting,violence_style,reactions_to_violence,violence_presentation,blood_gore_level,war_setting,injury_penalties,violent_overtones,violence_setting_context,pixelated_childlike_style,reactions_to_violence_type,violence_presentation_style,blood_gore_level_associated,creatures_human_behaviour,violence_against_real_animals,violent_overtones_present,disturbing_images_explicitness,blood_unrelated_description,summary,country,rating
4436,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,Moderate,Yes,No,No,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted unrealistically | Violence is often depicted from a distance | High amount of blood and gore | Violence towards defenseless characters without penalties | Fierce sounds or dark overtones,North America,Teen
4437,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,Moderate,No,Yes,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Moderate blood and gore | Violence can be against real-world animals | Fierce sounds or dark overtones,North America,Teen
4438,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,Moderate,No,Yes,No,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted unrealistically | Violence is rarely depicted close-up | Realistic or historical war setting | Violence towards defenseless characters with penalties | Fierce sounds or dark overtones,North America,Everyone 10+
4439,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,Moderate,No,No,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Moderate blood and gore | Fierce sounds or dark overtones,North America,Teen
4440,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,Moderate,No,No,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Moderate blood and gore,North America,Teen
4441,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,High,Yes,Yes,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | High amount of blood and gore | Fantasy creatures act like humans | Violence can be against real-world animals | Fierce sounds or dark overtones,North America,Teen
4442,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,High,Yes,Yes,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | High amount of blood and gore | Fantasy creatures act like humans | Violence can be against real-world animals,North America,Teen
4443,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,High,Yes,No,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | High amount of blood and gore | Fantasy creatures act like humans | Fierce sounds or dark overtones,North America,Teen
4444,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,High,Yes,No,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | High amount of blood and gore | Fantasy creatures act like humans,North America,Teen
4445,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,High,No,Yes,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | High amount of blood and gore | Violence can be against real-world animals | Fierce sounds or dark overtones,North America,Teen
4446,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,High,No,Yes,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | High amount of blood and gore | Violence can be against real-world animals,North America,Teen
4447,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,High,No,No,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | High amount of blood and gore | Fierce sounds or dark overtones,North America,Teen
4448,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,High,No,No,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | High amount of blood and gore,North America,Teen
4449,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Rarely depicted from a distant perspective,None,Yes,Yes,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is rarely depicted from a distance | Fantasy creatures act like humans | Violence can be against real-world animals | Fierce sounds or dark overtones,North America,Everyone 10+
4450,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Rarely depicted from a distant perspective,None,Yes,Yes,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is rarely depicted from a distance | Fantasy creatures act like humans | Violence can be against real-world animals,North America,Everyone
4451,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Rarely depicted from a distant perspective,None,Yes,No,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is rarely depicted from a distance | Fantasy creatures act like humans | Fierce sounds or dark overtones,North America,Everyone 10+
4452,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Rarely depicted from a distant perspective,None,Yes,No,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is rarely depicted from a distance | Fantasy creatures act like humans,North America,Everyone
4453,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Rarely depicted from a distant perspective,None,No,Yes,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is rarely depicted from a distance | Violence can be against real-world animals | Fierce sounds or dark overtones,North America,Everyone 10+
